date,Open,HIgh,Low,PREV_CLOSE,LTP,Close,VWAP,52W_H,52W_L,VOLUME ,VALUE ,Trades
1-7-22,5600,5699.75,5485,5607.3,5690,5691.7,5628.36,8269,5157.05,329610,1855162273.15,33500
4-7-22,5679.9,5745,5632.1,5691.7,5700,5709.05,5688.15,8269,5157.05,165959,944000158,25723
5-7-22,5710.5,5763,5700.35,5709.05,5730,5729.95,5738.73,8269,5157.05,307970,1767356617.15,28928
6-7-22,5750,5844.9,5728.25,5729.95,5825.75,5828.05,5797.18,8269,5157.05,371948,2156249581.8,45416
7-7-22,5855,5871.95,5771.25,5828.05,5825,5838.85,5823.47,8269,5157.05,261593,1523378489.35,27812
8-7-22,5851,5958.95,5805.6,5838.85,5838,5839.1,5869.12,8269,5157.05,410980,2412092362.8,38924
11-7-22,5820,5869,5780.6,5839.1,5850,5854.25,5826.36,8269,5157.05,189671,1105090854.6,21782
12-7-22,5823.1,5836.55,5730,5854.25,5760,5778.85,5792.76,8269,5157.05,171919,995886187.35,23855
13-7-22,5782,5885,5770.35,5778.85,5782.2,5798.95,5820.01,8269,5157.05,263686,1534654007.85,30904
14-7-22,5800,5851.95,5682.25,5798.95,5729,5735.05,5755.38,8269,5157.05,285686,1644230640.75,37927
15-7-22,5720,5832,5701,5735.05,5806.9,5807.05,5786.3,8269,5157.05,255753,1479864517.9,26088
18-7-22,5832,5991,5811.4,5807.05,5987.3,5982.4,5934.03,8269,5157.05,512929,3043735836.5,53242
19-7-22,5994.9,6095.95,5982.65,5982.4,6082,6085.85,6057.3,8269,5157.05,555572,3365266436.85,51110
20-7-22,6111,6145,6077,6085.85,6090,6089,6114.16,8269,5157.05,371187,2269498104.75,45543
21-7-22,6125,6149.15,6036,6089,6130,6130.7,6094.86,8269,5157.05,328612,2002845382.55,45293
22-7-22,6131,6495,6099.05,6130.7,6431.2,6458.7,6339.26,8269,5157.05,1441549,9138353450.85,124841
25-7-22,6349,6446.8,6260.05,6458.7,6382.25,6382.9,6352.78,8269,5157.05,919050,5838519324.15,81805
26-7-22,6389.5,6462.05,6307.2,6382.9,6390,6399.65,6421.59,8269,5157.05,549442,3528289733.35,51687
27-7-22,6390.3,6551,6365.9,6399.65,6535,6535.35,6490.51,8269,5157.05,424070,2752429902.6,42769
28-7-22,6560,6560,6445,6535.35,6475,6471.25,6510.51,8269,5157.05,462464,3010874452.35,59985
29-7-22,6539.7,6577.25,6490,6471.25,6530,6544.8,6533.36,8269,5157.05,360851,2357567852.3,41169
1-8-22,6587.95,6664,6560.05,6544.8,6656,6657.65,6632.41,8269,5157.05,414339,2748067195.7,45272
2-8-22,6627.85,6694,6595,6657.65,6652.15,6651.3,6651.05,8269,5157.05,274658,1826764782.45,35977
3-8-22,6665,6695,6514.05,6651.3,6607,6602.7,6597.87,8269,5157.05,266360,1757407458.9,38440
4-8-22,6648,6685.35,6550,6602.7,6585.35,6588.05,6607.49,8269,5157.05,275815,1822445955.5,38954
5-8-22,6588.05,6799,6588.05,6588.05,6749,6775.2,6751.65,8269,5157.05,741250,5004662008.15,67924
8-8-22,6755,6775.2,6647,6775.2,6677.45,6677.85,6693.66,8269,5157.05,313912,2101219768.55,41479
10-8-22,6724.35,6742.1,6580.55,6677.85,6595,6595.65,6623.73,8269,5157.05,271291,1796958112.6,38477
11-8-22,6630.1,6654.95,6573.6,6595.65,6590,6597.1,6604.19,8269,5157.05,303393,2003665575.4,49811
12-8-22,6595,6610.15,6515,6597.1,6572,6559.3,6555.93,8269,5157.05,269932,1769656067.65,36052
16-8-22,6592.1,6679,6560.05,6559.3,6654,6656,6646.79,8269,5157.05,270299,1796621532.95,25857
17-8-22,6710,6723.75,6594.05,6656,6610,6609.85,6644.36,8269,5157.05,341063,2266145975.65,33195
18-8-22,6609.1,6710.25,6609.1,6609.85,6709,6703.95,6666.47,8269,5157.05,300992,2006553575.85,31762
19-8-22,6725,6782.9,6606,6703.95,6652,6647.55,6674.09,8269,5157.05,641293,4280048953.5,49442
22-8-22,6655,6666.85,6445.05,6647.55,6459.2,6467.5,6510.33,8269,5157.05,345960,2252314629.45,43189
23-8-22,6445,6580,6405.1,6467.5,6496,6495.4,6498.85,8269,5157.05,379309,2465070699.05,39411
24-8-22,6452.1,6533.7,6452.1,6495.4,6490,6508.35,6498.61,8269,5157.05,223101,1449847350.1,27052
25-8-22,6530,6606,6454.6,6508.35,6480,6475.05,6521.32,8269,5157.05,470687,3069502089.85,31676
26-8-22,6507.45,6570,6471,6475.05,6516.85,6517.15,6506.32,8269,5157.05,415698,2704663058.3,31387
29-8-22,6402,6580,6402,6517.15,6509.6,6506.3,6515.89,8269,5157.05,366457,2387793945.45,30440
30-8-22,6538.85,6690,6525,6506.3,6680,6677.85,6655.24,8269,5157.05,467147,3108974940.95,51059
1-9-22,6629,6760,6605,6677.85,6625,6632.5,6675.88,8269,5157.05,386222,2578371858.65,45272
2-9-22,6640,6666.65,6545,6632.5,6575,6577.5,6605.51,8269,5157.05,268505,1773611220.8,34624
5-9-22,6575,6619.85,6496.4,6577.5,6508.4,6521.95,6547.7,8269,5157.05,385312,2522906045.9,32987
6-9-22,6540,6556,6456.05,6521.95,6493.8,6495.5,6489.84,8269,5157.05,341220,2214464794.55,38548
7-9-22,6460,6798,6431,6495.5,6785,6770.8,6684.23,8269,5157.05,918604,6140160260.65,93492
8-9-22,6844,6939,6780,6770.8,6900,6919.65,6892.14,8269,5157.05,879685,6062908976.35,92063
9-9-22,6930,7029,6764.15,6919.65,6787.9,6783.65,6915.44,8269,5157.05,567059,3921461741.85,70965
12-9-22,6783.65,6900,6740,6783.65,6874,6869.6,6848.89,8269,5157.05,488043,3342554231.8,57690
13-9-22,6899,6969.6,6855,6869.6,6888.85,6896.3,6898.59,8269,5157.05,412295,2844252345,38952
14-9-22,6790,6964.4,6760.1,6896.3,6862,6875.75,6889.71,8269,5157.05,543948,3747646362.8,59626
15-9-22,6909,6925,6758.15,6875.75,6774.95,6790.05,6816.7,8269,5157.05,437578,2982839071.3,57542
16-9-22,6790.05,6818.75,6451,6790.05,6500,6481.4,6566.98,8269,5157.05,831639,5461355243.9,80014
19-9-22,6395,6511.95,6244.6,6481.4,6445.7,6459.85,6392.53,8269,5157.05,808807,5170320544.7,92952
20-9-22,6492.7,6563.35,6457.95,6459.85,6468,6484.65,6514.66,8269,5157.05,373825,2435342658.45,44635
21-9-22,6500,6532.95,6296.55,6484.65,6300,6313.75,6393.37,8269,5157.05,616165,3939372532.35,71386
22-9-22,6300,6364.85,6230,6313.75,6241,6239.4,6272.05,8269,5157.05,492098,3086461230.55,48497
23-9-22,6260,6283.95,6127.15,6239.4,6162,6139.95,6187.39,8269,5157.05,570526,3530065331.55,57138
26-9-22,6119.95,6240,6005,6139.95,6166,6177.1,6143.22,8269,5157.05,497458,3055994183.85,51146
27-9-22,6208,6273.95,6128,6177.1,6200,6192.85,6204.75,8269,5157.05,467962,2903586124.5,42074
28-9-22,6150,6277.65,6112.05,6192.85,6165.3,6172.95,6204.51,8269,5157.05,378895,2350856437.25,44020
29-9-22,6218,6262.85,6145,6172.95,6198,6175.9,6203.41,8269,5157.05,407574,2528350451.35,56894
30-9-22,6172.2,6325,6172,6175.9,6266.7,6255.1,6275.5,8269,5157.05,442887,2779335365.35,51211
3-10-22,6286.4,6355.3,6229.2,6255.1,6238,6242.55,6285.18,8269,5157.05,337932,2123963311.4,35365
4-10-22,6348.9,6381.85,6280.15,6242.55,6310,6307.55,6321.69,8269,5157.05,307268,1942452555.5,40625
6-10-22,6340,6366.85,6257.5,6307.55,6273.6,6287.25,6295.64,8269,5157.05,495617,3120227770.2,64157
7-10-22,6300,6307.2,6133.4,6287.25,6205.55,6203.5,6209.29,8269,5157.05,454883,2824500231.2,52964
10-10-22,6156.2,6173.25,6120,6203.5,6158,6149.9,6145.69,8269,5157.05,282642,1737031324.4,40933
11-10-22,6180.65,6205,6060.6,6149.9,6065,6076.75,6143.22,8269,5157.05,276525,1698752794.3,36520
12-10-22,6085,6190,6057.8,6076.75,6172,6177.7,6127.02,8269,5157.05,223353,1368488528.25,33025
13-10-22,6172,6216,6101,6177.7,6175,6181.75,6150.39,8269,5157.05,314360,1933437504.25,34450
14-10-22,6260,6260,6169,6181.75,6186.2,6192,6200.83,8269,5157.05,249291,1545810669,24049
17-10-22,6170,6281.8,6082.2,6192,6266,6271.5,6161.82,8269,5157.05,453912,2796924799.75,55405
18-10-22,6305,6444,6290.25,6271.5,6345.8,6346.75,6370.93,8269,5157.05,558284,3556790310.6,52444
19-10-22,6348.1,6446,6250.1,6346.75,6410,6398.4,6373.27,8269,5157.05,919146,5857967644.2,72240
20-10-22,6340,6413,6277,6398.4,6300.65,6302.3,6325.24,8269,5157.05,476962,3016900378.25,56294
21-10-22,6315.6,6421,6315.6,6302.3,6372,6362.9,6382.94,8269,5157.05,307899,1965300468.4,36355
24-10-22,6440,6444,6370.35,6362.9,6399.9,6394.6,6414.71,8269,5157.05,56532,362636416.8,6728
25-10-22,6420,6474,6387.2,6394.6,6409,6415.7,6435.22,8269,5157.05,313500,2017441430.25,40973
27-10-22,6474,6474,6372,6415.7,6442,6436.8,6423.39,8269,5157.05,248556,1596571471.55,35607
28-10-22,6442,6470,6406.5,6436.8,6443,6445.85,6432.99,8269,5157.05,151834,976747026.8,25716
31-10-22,6478.1,6730.9,6454.75,6445.85,6709,6714.95,6635.7,8269,5157.05,538107,3570715018.5,60119
1-11-22,6743.95,6850,6718.2,6714.95,6846,6820.9,6782.4,8269,5157.05,429855,2915447374.45,61198
2-11-22,6825.05,6875,6725.05,6820.9,6760,6779.9,6801.18,8269,5157.05,255634,1738612583,31829
3-11-22,6730.05,6784,6670.05,6779.9,6727,6728.25,6723.1,8269,5157.05,217701,1463624726.65,35038
4-11-22,6759,6960,6735.8,6728.25,6894.55,6893.05,6880.65,8269,5157.05,646411,4447729244.55,86365
7-11-22,6925,7018,6868,6893.05,6985,6973.5,6956.24,8269,5157.05,353341,2457924224,50344
9-11-22,7000,7060,6858,6973.5,6898.05,6903.5,6958.29,8269,5157.05,312745,2176171884.75,41265
10-11-22,6895,6895,6790,6903.5,6800,6801.3,6825.34,8269,5157.05,330402,2255107630,37312
11-11-22,6839.95,6927.8,6787.45,6801.3,6839.4,6813.2,6852.16,8269,5157.05,293195,2009018952,35800
14-11-22,6845,6897.5,6819.4,6813.2,6849.95,6854.4,6855.57,8172.55,5157.05,484476,3321358475.85,31270
15-11-22,6880,7000,6867.05,6854.4,6974,6964.55,6967.16,8172.55,5157.05,625270,4356354500.65,65902
16-11-22,6986.95,7035,6868.8,6964.55,6910,6912,6959.66,8172.55,5157.05,307352,2139066845.5,30866
17-11-22,6933,6959.6,6850.1,6912,6866,6871.85,6907.41,8172.55,5157.05,196795,1359344417.6,21733
18-11-22,6900,6939.1,6762,6871.85,6815,6814.45,6817.21,8172.55,5157.05,296995,2024677802.45,25522
21-11-22,6809.8,6875.85,6740.55,6814.45,6750,6754.85,6772.49,7946,5157.05,249498,1689721562.85,27020
22-11-22,6755.1,6917,6740.55,6754.85,6855,6843.05,6848.49,7946,5157.05,393509,2694940571.45,45296
23-11-22,6877.2,6904.5,6801.35,6843.05,6814.5,6824.05,6839.49,7946,5157.05,258946,1771058743.8,28110
24-11-22,6844.9,6890,6831,6824.05,6889.4,6860.2,6855.92,7946,5157.05,297230,2037783651.35,27089
25-11-22,6904,6943,6850,6860.2,6862,6874,6884.96,7946,5157.05,377893,2601776830.65,36787
28-11-22,6874,6924.9,6863,6874,6897,6892.3,6895.53,7946,5157.05,239438,1651052358.05,19684
29-11-22,6900,7005,6895,6892.3,6920,6928.9,6946.3,7946,5157.05,336266,2335803151.25,39184
30-11-22,6948,7095,6905.05,6928.9,7080.05,7077,7018.71,7946,5157.05,489956,3438858841.45,52532
1-12-22,7100,7299,7035.05,7077,7278,7274,7200.45,7946,5157.05,1086727,7824925222.25,93973
2-12-22,7275,7299,7159,7274,7230,7237.05,7238.45,7946,5157.05,442739,3204745117.35,54943
5-12-22,7260,7285,7157.5,7237.05,7188,7198.6,7198.92,7946,5157.05,235887,1698132095.15,30509
6-12-22,7185.05,7273.7,7140,7198.6,7263,7242.05,7192.98,7946,5157.05,312838,2250238529.2,48506
7-12-22,7255,7294.9,7146,7242.05,7165,7162.2,7207.31,7946,5157.05,324940,2341944468.65,41840
8-12-22,7199,7219.6,7154,7162.2,7176.15,7179.05,7187.9,7946,5157.05,262827,1889173450.45,33498
9-12-22,7201.2,7223.1,7040,7179.05,7062,7077.4,7116.58,7946,5157.05,211582,1505739553.3,34770
12-12-22,7089,7163.95,6970.15,7077.4,7155.9,7146.85,7103,7946,5157.05,260579,1850893298.4,34822
13-12-22,7179.95,7243,7155.2,7146.85,7206,7225.3,7215,7946,5157.05,285708,2061383065.6,33653
14-12-22,7245.9,7278.95,7175,7225.3,7180,7197.55,7221.3,7946,5157.05,226179,1633307525,24849
15-12-22,7197.55,7217.55,7088,7197.55,7091,7113.9,7148.71,7946,5157.05,241610,1727200541.95,35581
16-12-22,7108.05,7164.8,6993.15,7113.9,7017.95,7014.1,7055.08,7946,5157.05,285180,2011967352.8,41048
19-12-22,7042.8,7114.4,7010,7014.1,7091.95,7076,7080.12,7946,5157.05,251219,1778660788.75,28316
20-12-22,7090,7125.05,7005.6,7076,7115,7098,7055.65,7946,5157.05,488123,3444027401.8,38176
21-12-22,7130.5,7153.3,6926,7098,6928,6950.7,7012.94,7946,5157.05,388167,2722190967.85,37081
22-12-22,6981,7092,6860,6950.7,7000.1,7012.4,6950.81,7946,5157.05,338708,2354294251.1,42128
23-12-22,6970.95,6985,6875.1,7012.4,6903,6909.4,6917.7,7946,5157.05,289661,2003789131.2,43568
